Month,Karachi Area,Crm Cd Desc,Crime Count,Suspect_Age,Suspect_Gender,Occupation,Education_Level,Crime_Motive,Reference_Source
2022-08,Orangi Town,INTIMATE PARTNER - AGGRAVATED ASSAULT,14,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,INTIMATE PARTNER - SIMPLE ASSAULT,69,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,ORAL COPULATION,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,OTHER ASSAULT,12,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,OTHER MISCELLANEOUS CRIME,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,PICKPOCKET,20,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2022-08,Orangi Town,ROBBERY,61,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-08,Orangi Town,SHOPLIFTING - PETTY THEFT ($950 & UNDER),140,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),12,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,THEFT FROM PERSON - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,THEFT OF IDENTITY,64,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2022-08,Orangi Town,THEFT PLAIN - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,THEFT PLAIN - PETTY ($950 & UNDER),65,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,"THEFT, PERSON",24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",61,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,TRESPASSING,6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",59,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,VANDALISM - MISDEAMEANOR ($399 OR UNDER),20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,VEHICLE - ATTEMPT STOLEN,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,VIOLATION OF COURT ORDER,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,VIOLATION OF RESTRAINING ORDER,8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Orangi Town,VIOLATION OF TEMPORARY RESTRAINING ORDER,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,ARSON,11,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",481,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,ATTEMPTED ROBBERY,34,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-08,Other,BATTERY - SIMPLE ASSAULT,685,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,BATTERY POLICE (SIMPLE),4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,BIKE - STOLEN,54,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,BRANDISH WEAPON,125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"BUNCO, ATTEMPT",2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"BUNCO, GRAND THEFT",81,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"BUNCO, PETTY THEFT",17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,BURGLARY,418,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,BURGLARY FROM VEHICLE,364,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"BURGLARY FROM VEHICLE, ATTEMPTED",4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"BURGLARY, ATTEMPTED",29,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,CONTEMPT OF COURT,49,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,CONTRIBUTING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,CRIMINAL HOMICIDE,20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,CRIMINAL THREATS - NO WEAPON DISPLAYED,153,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),14,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,CRUELTY TO ANIMALS,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,DISCHARGE FIREARMS/SHOTS FIRED,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,DISTURBING THE PEACE,11,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,DOCUMENT FORGERY / STOLEN FELONY,27,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2022-08,Other,DOCUMENT WORTHLESS ($200.01 & OVER),2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,DRIVING WITHOUT OWNER CONSENT (DWOC),2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,EXTORTION,23,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,FAILURE TO YIELD,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,FALSE IMPRISONMENT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,FALSE POLICE REPORT,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,ILLEGAL DUMPING,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,INDECENT EXPOSURE,16,20-40,Male,Varied,Matric,Psychological,"Police Behavioral Unit Report, Karachi 2022"
2022-08,Other,INTIMATE PARTNER - AGGRAVATED ASSAULT,105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,INTIMATE PARTNER - SIMPLE ASSAULT,461,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,KIDNAPPING,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,KIDNAPPING - GRAND ATTEMPT,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,ORAL COPULATION,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,OTHER ASSAULT,42,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,OTHER MISCELLANEOUS CRIME,32,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,PICKPOCKET,13,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2022-08,Other,PROWLER,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,RESISTING ARREST,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,ROBBERY,185,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-08,Other,SHOPLIFTING - PETTY THEFT ($950 & UNDER),84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,SHOTS FIRED AT INHABITED DWELLING,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,STALKING,6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,TELEPHONE PROPERTY - DAMAGE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,THEFT FROM MOTOR VEHICLE - ATTEMPT,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),350,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),121,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,THEFT FROM PERSON - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,THEFT OF IDENTITY,1006,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2022-08,Other,THEFT PLAIN - ATTEMPT,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,THEFT PLAIN - PETTY ($950 & UNDER),337,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"THEFT, PERSON",20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",235,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,THREATENING PHONE CALLS/LETTERS,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,THROWING OBJECT AT MOVING VEHICLE,6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,TRESPASSING,97,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,UNAUTHORIZED COMPUTER ACCESS,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",362,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,VANDALISM - MISDEAMEANOR ($399 OR UNDER),116,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,VEHICLE - ATTEMPT STOLEN,28,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,VEHICLE - STOLEN,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,VIOLATION OF COURT ORDER,77,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,VIOLATION OF RESTRAINING ORDER,164,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Other,VIOLATION OF TEMPORARY RESTRAINING ORDER,16,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,ARSON,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,ATTEMPTED ROBBERY,10,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-08,Saddar,BATTERY - SIMPLE ASSAULT,78,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,BIKE - STOLEN,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,BRANDISH WEAPON,16,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,"BUNCO, GRAND THEFT",5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,BURGLARY,17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,BURGLARY FROM VEHICLE,45,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,"BURGLARY, ATTEMPTED",3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,CONTEMPT OF COURT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,COUNTERFEIT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,CRIMINAL HOMICIDE,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,CRIMINAL THREATS - NO WEAPON DISPLAYED,23,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,DISTURBING THE PEACE,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,EXTORTION,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,INDECENT EXPOSURE,1,20-40,Male,Varied,Matric,Psychological,"Police Behavioral Unit Report, Karachi 2022"
2022-08,Saddar,INTIMATE PARTNER - AGGRAVATED ASSAULT,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,INTIMATE PARTNER - SIMPLE ASSAULT,51,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,KIDNAPPING,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,KIDNAPPING - GRAND ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,ORAL COPULATION,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,OTHER ASSAULT,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,OTHER MISCELLANEOUS CRIME,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,PICKPOCKET,3,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2022-08,Saddar,ROBBERY,33,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-08,Saddar,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,THEFT FROM MOTOR VEHICLE - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),26,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,THEFT OF IDENTITY,80,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2022-08,Saddar,THEFT PLAIN - PETTY ($950 & UNDER),33,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,"THEFT, PERSON",4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,TRESPASSING,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,VANDALISM - MISDEAMEANOR ($399 OR UNDER),25,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,VEHICLE - ATTEMPT STOLEN,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,VIOLATION OF COURT ORDER,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-08,Saddar,VIOLATION OF RESTRAINING ORDER,11,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,ATTEMPTED ROBBERY,6,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-09,Clifton,BATTERY - SIMPLE ASSAULT,104,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,BIKE - STOLEN,19,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,BRANDISH WEAPON,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,"BUNCO, GRAND THEFT",8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,"BUNCO, PETTY THEFT",6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,BURGLARY,26,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,BURGLARY FROM VEHICLE,93,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,"BURGLARY, ATTEMPTED",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,CONTEMPT OF COURT,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,CRIMINAL HOMICIDE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,CRIMINAL THREATS - NO WEAPON DISPLAYED,18,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,DOCUMENT FORGERY / STOLEN FELONY,2,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2022-09,Clifton,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,EXTORTION,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,FALSE IMPRISONMENT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,INDECENT EXPOSURE,1,20-40,Male,Varied,Matric,Psychological,"Police Behavioral Unit Report, Karachi 2022"
2022-09,Clifton,INTIMATE PARTNER - AGGRAVATED ASSAULT,8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,INTIMATE PARTNER - SIMPLE ASSAULT,53,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,ORAL COPULATION,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,OTHER ASSAULT,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,OTHER MISCELLANEOUS CRIME,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,PANDERING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,PICKPOCKET,21,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2022-09,Clifton,ROBBERY,31,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-09,Clifton,SHOPLIFTING - PETTY THEFT ($950 & UNDER),15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,STALKING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),46,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),13,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,THEFT OF IDENTITY,55,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2022-09,Clifton,THEFT PLAIN - PETTY ($950 & UNDER),56,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,"THEFT, PERSON",8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,TRESPASSING,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,UNAUTHORIZED COMPUTER ACCESS,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,VANDALISM - MISDEAMEANOR ($399 OR UNDER),9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,VEHICLE - ATTEMPT STOLEN,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,VIOLATION OF COURT ORDER,6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,VIOLATION OF RESTRAINING ORDER,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Clifton,VIOLATION OF TEMPORARY RESTRAINING ORDER,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,ARSON,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,ATTEMPTED ROBBERY,3,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-09,Defence,BATTERY - SIMPLE ASSAULT,62,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,BIKE - STOLEN,20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,BRANDISH WEAPON,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,"BUNCO, GRAND THEFT",6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,"BUNCO, PETTY THEFT",4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,BURGLARY,44,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,BURGLARY FROM VEHICLE,51,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,"BURGLARY FROM VEHICLE, ATTEMPTED",2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,"BURGLARY, ATTEMPTED",4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,CONTEMPT OF COURT,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,CRIMINAL THREATS - NO WEAPON DISPLAYED,17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,DISHONEST EMPLOYEE - GRAND THEFT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,DISTURBING THE PEACE,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,DOCUMENT FORGERY / STOLEN FELONY,2,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2022-09,Defence,DRIVING WITHOUT OWNER CONSENT (DWOC),1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,EXTORTION,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,INDECENT EXPOSURE,2,20-40,Male,Varied,Matric,Psychological,"Police Behavioral Unit Report, Karachi 2022"
2022-09,Defence,INTIMATE PARTNER - AGGRAVATED ASSAULT,11,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,INTIMATE PARTNER - SIMPLE ASSAULT,31,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,OTHER ASSAULT,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,OTHER MISCELLANEOUS CRIME,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,PICKPOCKET,3,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2022-09,Defence,ROBBERY,16,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-09,Defence,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,THEFT FROM MOTOR VEHICLE - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),67,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),12,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,THEFT OF IDENTITY,50,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2022-09,Defence,THEFT PLAIN - PETTY ($950 & UNDER),61,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,"THEFT, PERSON",2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",57,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,THREATENING PHONE CALLS/LETTERS,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,THROWING OBJECT AT MOVING VEHICLE,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,TRESPASSING,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,VANDALISM - MISDEAMEANOR ($399 OR UNDER),17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-09,Defence,VEHICLE - ATTEMPT STOLEN,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
