X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
402413,140860,19004802,2019/01/09 02:15:48+00,2018/11/08 15:00:30+00,2019/01/08 22:30:11+00,3700 - 3799 BLOCK OF 24TH STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5C,5,503,Cluster 24,009400 3,009400,Precinct 69,,402413,140860,38.9356219124,-76.9721685722,940100829,
397227,136665,19004824,2019/01/09 01:24:25+00,2019/01/09 00:00:46+00,2019/01/09 00:30:49+00,600 - 699 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,207,Cluster 8,005802 2,005802,Precinct 129,DOWNTOWN,397227,136665,38.897830904,-77.0319667074,940100830,
398046,142678,19004843,2019/01/09 01:38:09+00,2019/01/07 00:00:58+00,2019/01/08 20:00:03+00,700  - 719 BLOCK OF GALLATIN STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4D,4,403,Cluster 18,002101 3,002101,Precinct 56,,398046,142678,38.9520001149,-77.0225425217,940100831,
401980,136515,19005321,2019/01/10 01:29:56+00,2019/01/09 18:00:16+00,2019/01/09 19:00:47+00,500 - 599 BLOCK OF 19TH STREET NE,SEX ABUSE,OTHERS,EVENING,7,6A,5,507,Cluster 25,007901 1,007901,Precinct 81,,401980,136515,38.8964817934,-76.9771753037,940100832,
401211,138483,19007122,2019/01/12 23:01:09+00,2019/01/12 19:00:46+00,2019/01/12 22:30:02+00,1300 - 1399 BLOCK OF OKIE STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,,401211,138483,38.9142116212,-76.9860365766,940100833,
397497,136718,19007505,2019/01/13 21:36:30+00,2019/01/13 20:36:21+00,2019/01/13 20:58:43+00,1200 - 1299 BLOCK OF G STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397497,136718,38.8983091573,-77.0288543832,940100834,
400798,140980,19186579,2019/10/18 21:51:31+00,2019/10/18 21:04:38+00,,3800 - 3899 BLOCK OF 12TH STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5B,5,504,Cluster 20,009504 1,009504,Precinct 68,,400798,140980,38.9367058593,-76.990795766,940100929,
400845,136697,19187737,2019/10/20 18:23:52+00,2019/10/20 17:20:06+00,2019/10/20 17:28:13+00,600 - 699 BLOCK OF 12TH STREET NE,THEFT/OTHER,OTHERS,DAY,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,,400845,136697,38.8981231391,-76.9902589333,940100930,
397162,140894,19187790,2019/10/20 20:19:51+00,2019/10/20 18:51:06+00,2019/10/20 20:00:02+00,3523 - 3599 BLOCK OF 14TH STREET NW,THEFT/OTHER,KNIFE,EVENING,1,1A,4,408,Cluster 2,002801 2,002801,Precinct 41,,397162,140894,38.9359269245,-77.0327334979,940100931,
401712,132801,19187945,2019/10/21 02:29:09+00,2019/10/20 23:41:09+00,2019/10/21 01:40:24+00,1600 - 1899 BLOCK OF W STREET SE,ASSAULT W/DANGEROUS WEAPON,GUN,EVENING,8,8A,7,701,Cluster 28,007504 2,007504,Precinct 114,,401712,132801,38.8630251948,-76.9802739583,940100932,
405964,134419,19187990,2019/10/21 03:10:42+00,2019/10/21 01:40:21+00,2019/10/21 03:10:53+00,5000 - 5069 BLOCK OF BENNING ROAD SE,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,7,7E,6,604,Cluster 33,007707 2,007707,Precinct 106,,405964,134419,38.877582235,-76.9312674514,940100933,
396917,137871,19188376,2019/10/21 20:35:29+00,2019/10/21 01:45:53+00,2019/10/21 12:00:18+00,1500 - 1599 BLOCK OF O STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2B,2,208,Cluster 6,005202 2,005202,Precinct 16,,396917,137871,38.9086939445,-77.0355457516,940100934,
397594,144050,19189180,2019/10/22 23:42:03+00,2019/10/22 21:22:53+00,2019/10/22 22:22:19+00,6100  - 6199 BLOCK OF GEORGIA AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,4,4B,4,402,Cluster 17,001901 2,001901,Precinct 59,,397594,144050,38.9643583252,-77.0277618794,940100935,
400384,136927,19189228,2019/10/23 03:42:30+00,2019/10/22 23:57:50+00,2019/10/23 00:44:33+00,700 - 799 BLOCK OF H STREET NE,THEFT/OTHER,OTHERS,MIDNIGHT,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,,400384,136927,38.9001953841,-76.9955731618,940100936,
397242,140903,19189529,2019/10/23 16:44:08+00,2019/10/23 14:10:57+00,2019/10/23 14:24:59+00,1300 - 1399 BLOCK OF PERRY PLACE NW,THEFT F/AUTO,OTHERS,DAY,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 41,,397242,140903,38.9360082539,-77.031810814,940100937,
404842,133103,19190155,2019/10/24 19:22:22+00,2019/10/24 10:53:46+00,2019/10/24 11:57:35+00,4052 - 4123 BLOCK OF SOUTHERN AVENUE SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,7,7E,6,605,Cluster 34,009902 2,009902,Precinct 110,,404842,133103,38.865734073,-76.944207287,940100938,
397917,137450,19190701,2019/10/25 01:57:03+00,2019/10/24 21:30:29+00,2019/10/25 02:24:58+00,1100 - 1199 BLOCK OF 9TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2F,3,307,Cluster 8,004902 3,004902,Precinct 129,,397917,137450,38.9049043692,-77.024014877,940100939,
397228,138264,19191172,2019/10/25 20:01:41+00,2019/10/24 16:53:43+00,2019/10/24 16:55:14+00,1618 - 1699 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2F,3,301,Cluster 7,005202 3,005202,Precinct 16,,397228,138264,38.9122352583,-77.0319616332,940100940,
401616,137261,19191531,2019/10/26 06:12:32+00,2019/10/26 04:20:16+00,2019/10/26 05:32:47+00,1000 - 1099 BLOCK OF BLADENSBURG ROAD NE,THEFT/OTHER,OTHERS,MIDNIGHT,5,5D,5,506,Cluster 23,008802 1,008802,Precinct 77,,401616,137261,38.9032027733,-76.9813696038,940100941,
400790,136018,19191754,2019/10/26 17:01:46+00,2019/10/21 12:00:39+00,2019/10/21 19:00:57+00,1100 - 1199 BLOCK OF CONSTITUTION AVENUE NE,THEFT F/AUTO,OTHERS,DAY,6,6A,1,108,Cluster 25,008100 2,008100,Precinct 85,,400790,136018,38.8920065095,-76.9908937481,940100942,
399271,139627,19192077,2019/10/27 03:19:49+00,2019/10/27 01:44:16+00,,1 - 99 BLOCK OF EVARTS STREET NE,ROBBERY,GUN,MIDNIGHT,5,5E,5,502,Cluster 21,009203 1,009203,Precinct 135,,399271,139627,38.9245176789,-77.0084069421,940100943,
398099,137450,19192413,2019/10/27 16:34:14+00,2019/10/27 10:00:08+00,2019/10/27 15:40:28+00,1100 - 1199 BLOCK OF 7TH STREET NW,THEFT F/AUTO,OTHERS,DAY,2,6E,3,308,Cluster 8,004802 2,004802,Precinct 18,,398099,137450,38.9049047816,-77.0219166017,940100944,
400212,137949,19192468,2019/10/27 18:40:34+00,2019/10/27 17:42:20+00,,1300 - 1399 BLOCK OF 5TH STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,,400212,137949,38.9094019768,-76.997555701,940100945,
399996,137531,20400056,2019/12/29 17:56:21+00,2019/12/27 17:50:00+00,2019/12/29 17:50:00+00,400 - 499 BLOCK OF M STREET NE,THEFT/OTHER,OTHERS,DAY,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 83,,399996,137531,38.9056365136,-77.0000461164,940101019,
406683,137294,19216897,2019/12/07 04:30:18+00,2019/12/05 20:38:31+00,2019/12/05 21:05:06+00,934 - 1099 BLOCK OF EASTERN AVENUE NE,THEFT/OTHER,OTHERS,MIDNIGHT,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,,406683,137294,38.9034761291,-76.9229533236,940101030,
401725,130864,19217103,2019/12/06 04:29:34+00,2019/12/06 01:16:04+00,2019/12/06 02:14:50+00,1600 - 1699 BLOCK OF SAVANNAH STREET SE,THEFT/OTHER,OTHERS,MIDNIGHT,8,8B,7,704,Cluster 38,007409 3,007409,Precinct 116,,401725,130864,38.8455758423,-76.9801290275,940101031,
400638,135092,19217481,2019/12/06 19:27:15+00,2019/12/06 03:00:26+00,2019/12/06 14:00:28+00,400 - 449 BLOCK OF 10TH STREET SE,MOTOR VEHICLE THEFT,OTHERS,DAY,6,6B,1,107,Cluster 26,006900 1,006900,Precinct 90,,400638,135092,38.8836648751,-76.9926466968,940101032,
396171,137945,19217490,2019/12/07 01:59:21+00,2019/12/06 18:30:06+00,2019/12/06 19:24:29+00,1 - 7 BLOCK OF DUPONT CIRCLE NW,THEFT/OTHER,OTHERS,EVENING,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,DUPONT CIRCLE,396171,137945,38.9093576286,-77.0441472433,940101033,
399038,144843,19217494,2019/12/06 20:07:02+00,2019/12/06 18:19:51+00,2019/12/06 19:40:54+00,5  - 99 BLOCK OF WHITTIER STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4B,4,401,Cluster 19,001702 2,001702,Precinct 63,,399038,144843,38.9715046302,-77.0111012493,940101034,
401893,133379,19218096,2019/12/07 17:17:34+00,2019/12/07 15:00:06+00,2019/12/07 15:45:40+00,1800 - 1899 BLOCK OF S STREET SE,MOTOR VEHICLE THEFT,OTHERS,DAY,8,8A,6,607,Cluster 34,007605 1,007605,Precinct 112,,401893,133379,38.868231686,-76.978186845,940101035,
401707,136161,19218120,2019/12/07 17:23:21+00,2019/12/06 12:50:02+00,2019/12/07 14:45:29+00,1700 - 1719 BLOCK OF C STREET NE,THEFT F/AUTO,OTHERS,DAY,7,6A,1,108,Cluster 25,008002 2,008002,Precinct 86,,401707,136161,38.8932934041,-76.9803232246,940101036,
397609,136611,19141687,2019/08/11 21:56:18+00,2019/08/11 19:18:43+00,2019/08/11 19:25:05+00,1100 - 1199 BLOCK OF F STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397609,136611,38.8973455744,-77.0275628839,940101059,
395538,136790,19142276,2019/08/12 21:19:01+00,2019/06/06 18:10:46+00,2019/08/12 19:04:11+00,700 - 799 BLOCK OF 24TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2A,2,207,Cluster 5,005602 1,005602,Precinct 3,,395538,136790,38.8989499984,-77.051438042,940101060,
400790,134964,19142388,2019/08/13 03:44:57+00,2019/08/12 20:43:06+00,2019/08/12 22:03:24+00,1100 - 1199 BLOCK OF PENNSYLVANIA AVENUE SE,THEFT/OTHER,OTHERS,MIDNIGHT,6,6B,1,106,Cluster 26,007100 2,007100,Precinct 91,CAPITOL HILL,400790,134964,38.8825116783,-76.9908949598,940101061,
397117,138792,19142622,2019/08/13 05:10:08+00,2019/08/13 03:50:30+00,2019/08/13 03:51:15+00,1400 - 1499 BLOCK OF U STREET NW,ROBBERY,KNIFE,MIDNIGHT,2,2B,3,301,Cluster 3,004300 4,004300,Precinct 141,,397117,138792,38.9169913016,-77.0332436991,940101062,
401821,133587,19143549,2019/08/14 23:38:54+00,2019/08/14 19:04:53+00,2019/08/14 19:20:14+00,1600 - 1637 BLOCK OF 18TH STREET SE,SEX ABUSE,OTHERS,EVENING,8,8A,6,607,Cluster 34,007601 3,007601,Precinct 140,,401821,133587,38.8701055867,-76.9790159545,940101063,
397497,136718,19143578,2019/08/14 20:45:23+00,2019/08/14 19:14:51+00,2019/08/14 20:00:10+00,1200 - 1299 BLOCK OF G STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397497,136718,38.8983091573,-77.0288543832,940101064,
397603,144181,19143769,2019/08/15 00:03:09+00,2019/08/14 22:15:28+00,2019/08/14 22:17:57+00,6200  - 6299 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4B,4,402,Cluster 17,001901 3,001901,Precinct 59,,397603,144181,38.9655384302,-77.0276584899,940101065,
402363,130873,19143896,2019/08/14 04:00:00+00,2019/08/15 02:14:02+00,2019/08/15 02:54:40+00,3400 - 3683 BLOCK OF 22ND STREET SE,HOMICIDE,GUN,MIDNIGHT,8,8B,7,704,Cluster 38,007409 2,007409,Precinct 116,,402363,130873,38.8456554359,-76.972779617,940101066,
402423,134032,19144178,2019/08/15 17:11:56+00,2019/08/15 15:53:25+00,,2300 - 2399 BLOCK OF PENNSYLVANIA AVENUE SE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 111,,402423,134032,38.8741128729,-76.9720773214,940101067,
396525,138714,19144335,2019/08/15 21:04:51+00,2019/08/15 18:00:53+00,2019/08/15 20:53:20+00,1700 - 1799 BLOCK OF WILLARD STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2B,3,301,Cluster 6,004201 2,004201,Precinct 141,,396525,138714,38.9162865104,-77.0400696198,940101068,
394544,141442,19145019,2019/08/16 22:18:50+00,2019/08/13 22:00:30+00,2019/08/14 13:00:42+00,3000 - 3029 BLOCK OF TILDEN STREET NW,THEFT F/AUTO,OTHERS,EVENING,3,3F,2,203,Cluster 12,000600 1,000600,Precinct 27,,394544,141442,38.9408511118,-77.0629338655,940101069,
399210.549999997,134299.539999999,19145290,2019/08/17 06:12:07+00,2019/08/17 02:48:49+00,2019/08/17 04:10:38+00,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,ROBBERY,OTHERS,MIDNIGHT,6,6D,1,105,Cluster 9,010500 5,010500,Precinct 128,SOUTHWEST,399210.55,134299.54,38.8765259634,-77.009097938,940101070,
397425,142721,19146284,2019/08/18 18:15:39+00,2019/08/16 19:00:21+00,2019/08/18 17:00:16+00,5100  - 5199 BLOCK OF 13TH STREET NW,THEFT/OTHER,OTHERS,DAY,4,4C,4,403,Cluster 18,002002 3,002002,Precinct 54,,397425,142721,38.9523858696,-77.029706913,940101071,
398272,136943,19146319,2019/08/19 10:32:20+00,2019/08/18 18:13:48+00,2019/08/19 00:10:59+00,800 - 899 BLOCK OF 6TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,DOWNTOWN,398272,136943,38.9003379033,-77.0199208117,940101072,
399075,138915,19146779,2019/08/19 17:32:45+00,2019/08/10 16:00:44+00,2019/08/10 16:30:47+00,1 - 99 BLOCK OF V STREET NW,THEFT F/AUTO,OTHERS,DAY,5,5E,3,306,Cluster 21,003301 2,003301,Precinct 135,,399075,138915,38.9181035682,-77.0106662853,940101073,
404450,132969,19231579,2019/12/30 06:18:21+00,2019/12/30 05:05:35+00,,3901 - 3998 BLOCK OF PENNSYLVANIA AVENUE SE,ROBBERY,GUN,MIDNIGHT,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,,404450,132969,38.8645290167,-76.9487250354,940101074,
397919,137069,19231674,2019/12/30 14:49:03+00,2019/12/30 13:43:02+00,2019/12/30 14:30:14+00,900 - 999 BLOCK OF 9TH STREET NW,THEFT F/AUTO,OTHERS,DAY,2,2C,1,101,Cluster 8,005802 5,005802,Precinct 129,DOWNTOWN,397919,137069,38.9014721914,-77.0239906647,940101075,
397773,144839,19231777,2019/12/30 17:28:49+00,2019/12/30 16:36:20+00,,800  - 899 BLOCK OF WHITTIER PLACE NW,MOTOR VEHICLE THEFT,OTHERS,DAY,4,4B,4,401,Cluster 17,010300 1,010300,Precinct 63,,397773,144839,38.9714663004,-77.0256990324,940101076,
400930,137051,19232009,2019/12/31 01:58:39+00,2019/12/30 14:15:59+00,2019/12/30 21:20:13+00,1200 - 1299 BLOCK OF I STREET NE,THEFT F/AUTO,OTHERS,EVENING,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,,400930,137051,38.9013120123,-76.9892785834,940101077,
399995,134294,19232558,2019/12/31 23:11:58+00,2019/12/31 22:00:45+00,2019/12/31 22:01:33+00,400 - 499 BLOCK OF M STREET SE,THEFT/OTHER,OTHERS,EVENING,8,6D,1,106,Cluster 27,007201 2,007201,Precinct 131,CAPITOL RIVERFRONT,399995,134294,38.8764764112,-77.000057622,940101078,
397766,141080,19400048,2019/01/09 00:55:01+00,2019/01/08 19:00:00+00,2019/01/08 22:00:00+00,900  - 927 BLOCK OF QUINCY STREET NW,THEFT/OTHER,OTHERS,EVENING,4,4C,4,404,Cluster 18,002503 2,002503,Precinct 49,,397766,141080,38.9376042111,-77.0257675666,940101079,
398534,134605,19400187,2019/02/04 21:21:55+00,2018/12/18 22:00:00+00,2019/02/04 21:05:00+00,350 - 399 BLOCK OF I STREET SW,THEFT/OTHER,OTHERS,EVENING,6,6D,1,103,Cluster 9,010500 2,010500,Precinct 128,SOUTHWEST,398534,134605,38.8792767995,-77.0168954226,940101080,
397654,138108,19400223,2019/02/12 06:32:21+00,2019/02/02 23:20:00+00,2019/02/03 22:20:00+00,1522 - 1599 BLOCK OF 11TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2F,3,307,Cluster 7,005001 1,005001,Precinct 16,,397654,138108,38.9108311978,-77.0270492479,940101081,
398424,138824,19400792,2019/06/16 20:05:31+00,2019/06/15 21:00:00+00,2019/06/16 02:01:00+00,400 - 499 BLOCK OF ELM STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,,398424,138824,38.9172828839,-77.0181728349,940101082,
399612,137531,19400883,2019/07/08 04:20:02+00,2019/05/12 16:00:00+00,2019/07/08 04:00:00+00,100 - 199 BLOCK OF M STREET NE,THEFT/OTHER,OTHERS,MIDNIGHT,6,6C,5,501,Cluster 25,010601 2,010601,Precinct 144,NOMA,399612,137531,38.905636428,-77.0044732923,940101083,
397162,140182,19400935,2019/07/14 18:46:35+00,2019/07/14 17:30:00+00,2019/07/14 18:00:00+00,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,DAY,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,,397162,140182,38.9295130123,-77.0327305535,940101084,
402061,140021,19401108,2019/08/14 00:35:42+00,2019/08/11 00:25:00+00,2019/08/14 00:25:00+00,3000 - 3009 BLOCK OF 20TH STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5C,5,505,Cluster 22,011100 2,011100,Precinct 72,,402061,140021,38.9280648404,-76.976231043,940101085,
405327,135921,19071295,2019/04/27 00:20:15+00,2019/04/26 22:41:05+00,2019/04/26 23:39:53+00,4400 - 4499 BLOCK OF BENNING ROAD NE,THEFT/OTHER,OTHERS,EVENING,7,7D,6,608,Cluster 33,007803 3,007803,Precinct 98,,405327,135921,38.8911169135,-76.9385969585,940101133,
396738,141908,19071323,2019/04/27 01:16:31+00,2019/04/24 22:00:46+00,2019/04/27 01:17:03+00,1600  - 1699 BLOCK OF ALLISON STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4A,4,404,Cluster 18,002600 2,002600,Precinct 48,,396738,141908,38.9450598588,-77.0376287351,940101134,
401147,134664,19071752,2019/04/27 18:44:08+00,2019/04/27 17:30:39+00,2019/04/27 17:50:33+00,1350 - 1399 BLOCK OF POTOMAC AVENUE SE,THEFT/OTHER,OTHERS,DAY,6,6B,1,106,Cluster 26,007100 3,007100,Precinct 91,CAPITOL HILL,401147,134664,38.8798087686,-76.9867809044,940101135,
396171,137945,19072331,2019/04/28 16:30:20+00,2019/04/28 15:00:56+00,2019/04/28 15:20:28+00,1 - 7 BLOCK OF DUPONT CIRCLE NW,THEFT/OTHER,OTHERS,DAY,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,DUPONT CIRCLE,396171,137945,38.9093576286,-77.0441472433,940101136,
400233,136927,19072362,2019/04/28 17:50:44+00,2019/04/28 16:57:31+00,2019/04/28 17:03:05+00,600 - 699 BLOCK OF H STREET NE,THEFT/OTHER,OTHERS,DAY,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,,400233,136927,38.9001954371,-76.9973139237,940101137,
397742,145484,19073439,2019/04/30 14:18:07+00,2019/04/29 19:30:55+00,2019/04/30 11:00:28+00,900  - 999 BLOCK OF ELDER STREET NW,BURGLARY,OTHERS,DAY,4,4B,4,401,Cluster 17,010300 3,010300,Precinct 63,,397742,145484,38.9772765299,-77.0260588895,940101138,
406178,135635,19073887,2019/05/01 04:02:13+00,2019/05/01 01:40:59+00,2019/05/01 03:06:21+00,5000 - 5099 BLOCK OF AYERS PLACE SE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,7,7E,6,604,Cluster 33,009904 2,009904,Precinct 104,,406178,135635,38.8885349508,-76.9287902624,940101139,
403121,131703,19074151,2019/05/01 16:03:06+00,2019/05/01 15:20:03+00,,3000 - 3199 BLOCK OF NAYLOR ROAD SE,THEFT/OTHER,OTHERS,DAY,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,,403121,131703,38.853130075,-76.9640441337,940101140,
397806,142089,19074352,2019/05/02 04:35:31+00,2019/04/15 20:21:22+00,2019/04/15 20:25:24+00,4600  - 4699 BLOCK OF 9TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,4,4D,4,407,Cluster 18,002201 2,002201,Precinct 46,,397806,142089,38.9466936742,-77.0253094223,940101141,
399119,137184,19074375,2019/05/02 02:43:04+00,2019/05/01 20:44:21+00,2019/05/01 20:45:11+00,1 - 60 BLOCK OF K STREET NW,THEFT F/AUTO,OTHERS,EVENING,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,,399119,137184,38.902510174,-77.0101566953,940101142,
401978,130800,19075844,2019/05/04 02:48:00+00,2019/05/03 22:02:01+00,2019/05/03 23:09:48+00,1800 - 1899 BLOCK OF TRENTON PLACE SE,THEFT/OTHER,OTHERS,EVENING,8,8B,7,704,Cluster 38,007409 3,007409,Precinct 116,,401978,130800,38.8449987695,-76.9772148023,940101143,
403859,135396,19176033,2019/10/03 01:17:38+00,2019/09/19 00:19:04+00,2019/10/03 01:17:54+00,3500 - 3526 BLOCK OF MINNESOTA AVENUE SE,THEFT/OTHER,OTHERS,EVENING,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,,403859,135396,38.8863951858,-76.955521185,940101165,
397162,140182,19176104,2019/10/03 03:03:19+00,2019/10/03 02:24:05+00,,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397162,140182,38.9295130123,-77.0327305535,940101166,
397426,143086,19176905,2019/10/04 12:04:58+00,2019/10/04 09:34:57+00,2019/10/04 09:40:50+00,5400  - 5499 BLOCK OF 13TH STREET NW,THEFT F/AUTO,OTHERS,DAY,4,4C,4,403,Cluster 18,002002 3,002002,Precinct 54,,397426,143086,38.9556738899,-77.0296967462,940101167,
397823,141376,19177280,2019/10/05 01:05:09+00,2019/09/30 18:11:47+00,2019/09/30 18:12:13+00,4000  - 4099 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,,397823,141376,38.940270809,-77.0251110522,940101168,
398728,139835,19177307,2019/10/05 03:35:05+00,2019/10/04 12:20:32+00,2019/10/04 20:45:41+00,100 - 299 BLOCK OF MICHIGAN AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,5,5E,4,405,Cluster 21,002302 1,002302,Precinct 44,,398728,139835,38.9263907904,-77.0146692884,940101169,
393963,137465,19177363,2019/10/04 23:26:50+00,2019/10/03 17:00:28+00,2019/10/04 22:18:35+00,3500 - 3600 BLOCK OF M STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,GEORGETOWN,393963,137465,38.9050212309,-77.0696006061,940101170,
401648,140298,19177392,2019/10/04 23:55:31+00,2019/10/04 14:46:10+00,2019/10/04 14:47:45+00,3200 - 3299 BLOCK OF 17TH STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5B,5,504,Cluster 22,009301 1,009301,Precinct 70,,401648,140298,38.9305610138,-76.9809933953,940101171,
403159,132163,19191958,2019/10/27 06:57:58+00,2019/10/26 21:11:10+00,2019/10/26 23:37:39+00,3000 - 3099 BLOCK OF ERIE STREET SE,THEFT F/AUTO,OTHERS,MIDNIGHT,7,7B,6,606,Cluster 35,007603 4,007603,Precinct 113,,403159,132163,38.8572738159,-76.9636042372,940101172,
400233,136927,19191965,2019/10/27 04:19:10+00,2019/10/26 22:25:17+00,2019/10/26 22:34:12+00,600 - 699 BLOCK OF H STREET NE,THEFT/OTHER,OTHERS,MIDNIGHT,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,,400233,136927,38.9001954371,-76.9973139237,940101173,
398576,134292,19192076,2019/10/27 02:48:34+00,2019/10/27 01:44:40+00,,200 - 399 BLOCK OF M STREET SW,THEFT/OTHER,OTHERS,EVENING,6,6D,1,105,Cluster 9,011001 2,011001,Precinct 127,,398576,134292,38.8764572414,-77.0164107306,940101174,
399489,137372,19192253,2019/10/27 07:34:16+00,2019/10/27 05:00:06+00,2019/10/27 07:00:24+00,1100 - 1150 BLOCK OF 1ST STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,6,6C,5,501,Cluster 25,010603 3,010603,Precinct 144,NOMA,399489,137372,38.9042040374,-77.0058912537,940101175,
398093,139178,19192771,2019/10/28 07:40:16+00,2019/10/28 04:47:56+00,2019/10/28 05:34:16+00,2300 - 2349 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,,398093,139178,38.9204711758,-77.0219905747,940101176,
399605,134742,19193052,2019/10/28 18:22:54+00,2019/10/28 17:15:44+00,2019/10/28 17:33:50+00,100 - 199 BLOCK OF H STREET SE,MOTOR VEHICLE THEFT,OTHERS,DAY,8,6D,1,106,Cluster 27,007203 3,007203,Precinct 131,CAPITOL RIVERFRONT,399605,134742,38.8805120824,-77.0045523925,940101177,
394459,141888,19193677,2019/10/29 16:10:05+00,2019/10/29 15:43:17+00,,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,3,3F,2,203,Cluster 12,001303 1,001303,Precinct 34,,394459,141888,38.9448682747,-77.0639179252,940101178,
391030,139888,19193716,2019/10/29 17:22:02+00,2019/10/24 17:17:30+00,2019/10/28 17:18:45+00,5181 - 5299 BLOCK OF MACARTHUR BOULEVARD NW,THEFT/OTHER,OTHERS,DAY,3,3D,2,205,Cluster 13,000902 1,000902,Precinct 8,,391030,139888,38.9268233685,-77.1034468102,940101179,
400846,134715,19193895,2019/10/30 02:46:58+00,2019/10/28 05:30:38+00,2019/10/28 05:31:12+00,700 - 799 BLOCK OF 12TH STREET SE,THEFT/OTHER,OTHERS,EVENING,6,6B,1,106,Cluster 26,007100 2,007100,Precinct 91,CAPITOL HILL,400846,134715,38.8802685376,-76.9902498458,940101180,
393843,137761,19193961,2019/10/30 00:10:58+00,2019/10/25 23:28:01+00,2019/10/27 00:11:13+00,3600 - 3699 BLOCK OF O STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000201 2,000201,Precinct 6,,393843,137761,38.9076868688,-77.0709867398,940101181,
