city,datetime,latitude,longitude,crime_category,hour,month,weekday
DC,2020-06-15 22:38:58,38.9024184198,-76.977784419,violent,22,6,0
DC,2020-06-16 23:30:42,38.9264664762,-77.0384031316,property,23,6,1
DC,2020-06-17 17:49:50,38.9348242806,-77.0580805327,property,17,6,2
DC,2020-06-17 21:56:22,38.8999689431,-76.9824656262,property,21,6,2
DC,2020-06-17 22:34:59,38.9264664762,-77.0384031316,property,22,6,2
DC,2020-06-25 21:36:57,38.8408660523,-77.0038702645,property,21,6,3
DC,2020-06-19 19:12:17,38.9001954371,-76.9973139237,property,19,6,4
DC,2020-06-20 11:04:57,38.8884142559,-76.9383226527,violent,11,6,5
DC,2020-06-21 20:04:01,38.8954477548,-76.9915388464,property,20,6,6
DC,2020-06-21 21:47:43,38.9218806533,-77.0401534852,property,21,6,6
DC,2020-06-23 05:14:52,38.9275766665,-77.0311150934,property,5,6,1
DC,2020-06-23 05:58:57,38.9350678275,-77.0429521069,property,5,6,1
DC,2020-06-24 01:13:19,38.9519185062,-77.0251613018,property,1,6,2
DC,2020-06-25 00:55:53,38.8600051654,-76.9699167545,property,0,6,3
DC,2020-06-25 05:21:52,38.9226215736,-77.0330041549,property,5,6,3
DC,2020-06-25 12:40:01,38.847341847,-76.9823057573,property,12,6,3
DC,2020-06-26 03:46:54,38.9222116506,-76.9931501206,violent,3,6,4
DC,2020-06-28 22:13:15,38.9596739428,-77.0281408037,property,22,6,6
DC,2020-06-28 23:58:13,38.900195113,-76.9908927027,property,23,6,6
DC,2020-08-12 01:33:59,38.8746468139,-77.0144396937,violent,1,8,2
DC,2020-08-12 11:05:01,38.94452248,-77.0262084122,property,11,8,2
DC,2020-03-26 23:02:36,38.8886737352,-76.9973143575,property,23,3,3
DC,2020-03-26 23:43:39,38.9049677504,-76.9776106901,property,23,3,3
DC,2020-03-29 01:04:35,38.8755573161,-77.0074677102,property,1,3,6
DC,2020-03-29 14:13:03,38.9372458849,-76.9860320653,violent,14,3,6
DC,2020-03-29 19:06:18,38.9068458252,-77.024985606,property,19,3,6
DC,2020-03-30 23:04:30,38.9031434735,-77.0396702609,property,23,3,0
DC,2020-03-31 00:15:27,38.9749630613,-77.017148916,property,0,3,1
DC,2020-04-01 21:12:24,38.8654300532,-76.9780955204,violent,21,4,2
DC,2020-04-03 00:26:39,38.9397288383,-77.0312242086,property,0,4,4
DC,2020-04-04 10:54:04,38.9070589324,-76.9854960981,property,10,4,5
DC,2020-04-07 18:05:59,38.9785560418,-77.0244667129,property,18,4,1
DC,2020-04-10 04:18:40,38.8285242491,-76.9919153093,property,4,4,4
DC,2020-04-10 15:57:05,38.8825386514,-76.9902495356,property,15,4,4
DC,2020-04-11 19:08:09,38.8930386823,-76.9445663268,property,19,4,5
DC,2020-04-13 16:08:24,38.8941776507,-76.9926571405,property,16,4,0
DC,2020-04-13 23:41:52,38.8989072652,-77.0013141939,property,23,4,0
DC,2020-04-15 00:08:44,38.9134909054,-76.9856331546,violent,0,4,2
DC,2020-02-15 16:00:06,38.8849250216,-76.9510270556,violent,16,2,5
DC,2020-02-15 18:13:46,38.8995558118,-76.9961726638,property,18,2,5
DC,2020-03-14 17:47:39,38.9148229663,-77.0219196496,property,17,3,5
DC,2020-03-14 19:28:55,38.923707096,-77.0919448537,property,19,3,5
DC,2020-03-16 20:58:14,38.9159129746,-77.0219199846,property,20,3,0
DC,2020-03-16 19:13:16,38.9247480894,-77.0309870051,property,19,3,0
DC,2020-03-17 05:32:36,38.8778623712,-77.0176441877,property,5,3,1
DC,2020-03-22 00:35:51,38.9024672607,-76.9494762907,violent,0,3,6
DC,2020-03-22 11:02:10,38.9607287894,-77.0242067567,property,11,3,6
DC,2020-03-22 17:34:33,38.9049039473,-77.0259863335,property,17,3,6
DC,2020-03-23 07:54:01,38.9493265006,-77.0087905615,property,7,3,0
DC,2020-03-24 04:46:43,38.9068334914,-76.9837321614,violent,4,3,1
DC,2020-03-24 21:30:58,38.8798445047,-76.984372186,property,21,3,1
DC,2020-03-26 22:15:17,38.9354420442,-77.026551092,property,22,3,3
DC,2020-03-27 21:40:45,38.8902136604,-76.9527754705,property,21,3,4
DC,2020-03-30 13:28:42,38.9805247803,-77.0604644614,property,13,3,0
DC,2020-03-01 20:00:09,38.9092930162,-76.9856109408,property,20,3,6
DC,2020-03-01 21:42:30,38.899427299,-77.0239669208,property,21,3,6
DC,2020-03-01 23:23:51,38.9155686551,-77.0307985254,property,23,3,6
DC,2020-03-03 01:30:34,38.9306297339,-77.0338151818,property,1,3,1
DC,2020-03-02 21:02:42,38.9435835365,-77.0979688171,property,21,3,0
DC,2020-03-03 02:59:46,38.9191809983,-77.0307885541,property,2,3,1
DC,2020-03-03 03:05:16,38.9210696322,-76.9590628227,property,3,3,1
DC,2020-07-19 04:27:02,38.9169996416,-77.0355152984,property,4,7,6
DC,2020-07-19 21:24:38,38.8646467398,-76.9501422164,property,21,7,6
DC,2020-07-20 03:30:28,38.8802855038,-76.9815484625,property,3,7,0
DC,2020-07-20 03:55:16,38.9260018251,-77.024310292,property,3,7,0
DC,2020-07-21 22:13:34,38.951335381,-76.9916937236,property,22,7,1
DC,2020-07-22 12:12:30,38.8957197498,-76.9377630164,violent,12,7,2
DC,2020-07-22 20:48:05,38.9083158881,-77.0345655525,property,20,7,2
DC,2020-07-23 12:41:43,38.9111193434,-77.0275682067,property,12,7,3
DC,2020-02-25 01:51:56,38.8926538848,-76.9807729542,property,1,2,1
DC,2020-02-24 22:26:57,38.8603103295,-76.9658379147,property,22,2,0
DC,2020-02-25 10:34:17,38.865734073,-76.944207287,property,10,2,1
DC,2020-02-25 13:43:56,38.9159129746,-77.0219199846,property,13,2,1
DC,2020-02-26 17:43:43,38.9254319244,-77.0731955432,property,17,2,2
DC,2020-02-26 21:41:32,38.8622519387,-76.9931904414,violent,21,2,2
DC,2020-02-29 01:43:45,38.912973942,-77.0319619643,property,1,2,5
DC,2020-02-29 17:37:50,38.9159129746,-77.0219199846,property,17,2,5
DC,2020-02-29 19:29:24,38.9031220639,-77.0161747625,property,19,2,5
DC,2020-03-01 01:23:08,38.9061939589,-76.9841704167,property,1,3,6
DC,2020-03-02 01:45:46,38.9344782368,-77.0261931863,property,1,3,0
DC,2020-03-02 19:30:35,38.9150579725,-77.0172036953,property,19,3,0
DC,2020-03-03 12:04:05,38.9034761291,-76.9229533236,property,12,3,1
DC,2020-03-03 17:07:28,38.8947809502,-76.989279565,property,17,3,1
DC,2020-03-04 02:59:53,38.9158419424,-76.9845487901,property,2,3,2
DC,2020-03-05 06:14:33,38.9242387047,-76.9979126878,property,6,3,3
DC,2020-03-05 23:08:35,38.8947882944,-77.0224437519,property,23,3,3
DC,2020-03-07 20:00:11,38.9667140341,-77.0625989956,property,20,3,5
DC,2020-03-08 04:14:36,38.9295130123,-77.0327305535,property,4,3,6
DC,2020-03-09 04:21:38,38.9426600067,-77.0127578109,property,4,3,0
DC,2020-01-23 07:30:10,38.9096495011,-77.0332633366,property,7,1,3
DC,2020-01-23 18:39:45,38.9093576286,-77.0441472433,property,18,1,3
DC,2020-01-23 19:03:54,38.9013215052,-77.0013142383,property,19,1,3
DC,2020-01-23 19:14:59,38.9150579725,-77.0172036953,property,19,1,3
DC,2020-01-24 01:24:10,38.8997743736,-77.0549549553,property,1,1,4
DC,2020-01-24 02:07:34,38.9191956358,-77.0416856359,property,2,1,4
DC,2020-01-24 07:48:03,38.9111178607,-77.0332640214,property,7,1,4
DC,2020-01-25 03:51:45,38.9034761291,-76.9229533236,property,3,1,5
DC,2020-01-26 09:28:59,38.9031258426,-77.0385173812,property,9,1,6
DC,2020-01-28 19:36:53,38.8761559725,-76.9653347821,property,19,1,1
DC,2020-01-28 20:12:47,38.9156165891,-77.0487634051,property,20,1,1
DC,2020-01-29 23:06:15,38.9034761291,-76.9229533236,property,23,1,2
DC,2020-01-30 17:40:34,38.9301289641,-77.0167229428,property,17,1,3
DC,2020-01-30 23:02:24,38.9013377843,-77.050125525,property,23,1,3
DC,2020-01-31 05:45:51,38.9169930207,-77.0265211617,property,5,1,4
DC,2020-02-01 15:05:28,38.8314606881,-76.9881603933,violent,15,2,5
DC,2020-08-14 22:59:26,38.9084393718,-77.06257091,property,22,8,4
DC,2020-08-16 01:46:30,38.863265161,-76.9660784678,property,1,8,6
DC,2020-08-16 14:48:32,38.9037891811,-77.0659908869,property,14,8,6
DC,2020-08-18 06:06:51,38.9547004537,-77.0856048468,property,6,8,1
DC,2020-08-18 02:30:51,38.9352824831,-77.0656624846,property,2,8,1
DC,2020-08-18 19:43:01,38.9144603174,-77.0319626304,property,19,8,1
DC,2020-08-18 20:38:31,38.8967182098,-76.9973140546,property,20,8,1
DC,2020-08-19 17:15:39,38.8907781758,-76.9290185575,property,17,8,2
DC,2020-08-19 22:20:49,38.9086939445,-77.0355457516,property,22,8,2
DC,2020-08-21 20:36:42,38.8988979093,-76.9908928683,property,20,8,4
DC,2020-08-21 23:32:17,38.9155658439,-77.0400692149,property,23,8,4
DC,2020-08-22 05:46:23,38.9233635553,-76.9507700185,violent,5,8,5
DC,2020-08-22 07:06:16,38.883190816,-76.9253264262,property,7,8,5
DC,2020-08-22 21:15:53,38.9009218959,-77.0275527374,property,21,8,5
DC,2020-08-22 22:27:03,38.9542523368,-77.0824085674,property,22,8,5
DC,2020-08-23 20:39:53,38.9064303563,-77.0628573785,property,20,8,6
DC,2020-08-25 04:34:18,38.8832416501,-76.9961850644,property,4,8,1
DC,2020-08-25 07:58:37,38.9114082815,-77.0245589787,property,7,8,1
DC,2020-08-26 02:52:29,38.9000948868,-76.9504748153,property,2,8,2
DC,2020-08-26 13:30:35,38.8800256869,-76.997303158,property,13,8,2
DC,2020-08-27 13:02:27,38.8766963401,-76.9422280384,property,13,8,3
DC,2020-08-27 20:51:18,38.927404326,-76.9647217045,property,20,8,3
DC,2020-09-01 20:19:43,38.8991214156,-77.0219263529,property,20,9,1
DC,2020-08-11 12:07:55,38.9543339248,-77.0187591301,property,12,8,1
DC,2020-08-11 20:10:10,38.9031225493,-77.0121743046,property,20,8,1
DC,2020-08-11 22:25:06,38.9013746783,-76.9856240664,property,22,8,1
DC,2020-08-12 22:11:05,38.9230908882,-77.0297177731,property,22,8,2
DC,2020-08-15 17:50:31,38.9001953841,-76.9955731618,property,17,8,5
DC,2020-04-16 15:53:11,38.9099274291,-77.0436069637,property,15,4,3
DC,2020-04-18 21:31:19,38.9396497254,-76.9772768297,property,21,4,5
DC,2020-04-19 16:03:24,38.9033365299,-76.9741756398,property,16,4,6
DC,2020-04-20 14:15:03,38.8941776507,-76.9926571405,property,14,4,0
DC,2020-04-20 20:08:43,38.8856718037,-76.9488942553,property,20,4,0
DC,2020-10-02 23:48:18,38.9133579256,-77.0425470004,property,23,10,4
DC,2020-10-03 08:31:02,38.837289143,-76.9879866558,violent,8,10,5
DC,2020-10-03 18:47:46,38.9202295396,-77.0105974145,property,18,10,5
DC,2020-10-05 17:18:27,38.9274855139,-77.0576516533,property,17,10,0
DC,2020-10-05 17:52:00,38.9077980708,-77.0656833006,property,17,10,0
DC,2020-10-06 01:40:16,38.9175514183,-77.0270402657,property,1,10,1
DC,2020-10-06 22:31:57,38.9851584174,-77.027389099,property,22,10,1
DC,2020-10-07 18:10:40,38.8734289027,-76.9750277076,property,18,10,2
DC,2020-10-07 22:15:03,38.9537058172,-77.063141342,property,22,10,2
DC,2020-10-08 17:15:47,38.9263894781,-77.0228458018,property,17,10,3
DC,2020-10-08 20:59:32,38.8800190741,-77.0262524869,property,20,10,3
DC,2020-10-10 13:20:56,38.8834485981,-76.9915287438,property,13,10,5
DC,2020-10-10 13:57:45,38.9285785049,-76.9771880953,property,13,10,5
DC,2020-10-11 16:38:15,38.9002039928,-77.0106290242,violent,16,10,6
DC,2020-10-12 08:57:16,38.8819894392,-76.9949865019,property,8,10,0
DC,2020-10-12 14:45:10,38.8784039153,-77.0082632126,property,14,10,0
DC,2020-10-12 15:20:43,38.8737980946,-76.9743246168,property,15,10,0
DC,2020-10-12 20:14:36,38.9637349074,-77.0346847382,property,20,10,0
DC,2020-10-13 15:50:55,38.9619990852,-77.0235610478,property,15,10,1
DC,2020-10-13 16:58:57,38.9554908891,-77.07587996,property,16,10,1
DC,2020-10-14 00:21:35,38.8775213654,-76.9978564316,property,0,10,2
DC,2020-10-13 23:58:03,38.8983423536,-76.9244690271,property,23,10,1
DC,2020-10-15 12:35:23,38.9265523766,-76.9813750358,property,12,10,3
DC,2020-03-03 20:46:33,38.8918884573,-76.9509300605,property,20,3,1
DC,2020-03-03 23:35:56,38.9002039928,-77.0106290242,property,23,3,1
DC,2020-03-05 01:38:18,38.9576502478,-77.0072224857,property,1,3,3
DC,2020-03-05 00:10:10,38.9434586636,-77.0297147282,property,0,3,3
DC,2020-03-08 04:08:51,38.8776986326,-76.9300687816,property,4,3,6
DC,2020-03-07 07:11:23,38.918104055,-77.0000461245,property,7,3,5
DC,2020-03-07 19:09:01,38.9056467723,-77.042576988,property,19,3,5
DC,2020-03-09 18:58:23,38.9164722705,-76.9827267784,property,18,3,0
DC,2020-03-09 19:38:24,38.9577945906,-77.001707556,property,19,3,0
DC,2020-03-10 15:46:46,38.9165515256,-76.9730984838,property,15,3,1
DC,2020-03-10 21:50:17,38.8798087686,-76.9867809044,property,21,3,1
DC,2020-03-14 00:55:29,38.9158419424,-76.9845487901,property,0,3,5
DC,2020-03-13 03:24:05,38.8468296431,-76.9961409318,property,3,3,4
DC,2020-03-13 23:18:06,38.8892303975,-76.9789988031,property,23,3,4
DC,2020-03-15 18:48:38,38.9496861209,-77.0810074044,property,18,3,6
DC,2020-03-15 19:38:34,38.9059242951,-76.9893470651,violent,19,3,6
DC,2020-03-17 19:25:21,38.9215811022,-76.9937613603,property,19,3,1
DC,2020-03-17 19:55:23,38.9293239118,-76.9675347908,property,19,3,1
DC,2020-01-05 06:16:54,38.8725113952,-77.0175621985,property,6,1,6
DC,2020-01-03 10:55:42,38.8706256599,-76.9442495566,violent,10,1,4
DC,2020-01-03 17:54:19,38.8658718361,-76.9801694673,property,17,1,4
DC,2020-01-03 20:32:51,38.9448682747,-77.0639179252,property,20,1,4
DC,2020-01-03 23:17:14,38.8701055867,-76.9790159545,property,23,1,4
DC,2020-01-07 00:14:19,38.9422382154,-77.0435331781,property,0,1,1
DC,2020-01-07 01:46:09,38.8902136604,-76.9527754705,property,1,1,1
DC,2020-01-08 23:33:37,38.9321621107,-77.0302982235,violent,23,1,2
DC,2020-01-09 18:41:29,38.9164722705,-76.9827267784,property,18,1,3
DC,2020-01-10 05:37:46,38.9037342716,-77.049504654,property,5,1,4
DC,2020-01-11 16:42:36,38.9273252328,-77.0537304354,property,16,1,5
DC,2020-01-11 22:19:38,38.8983091573,-77.0288543832,property,22,1,5
DC,2020-01-12 09:01:15,38.9210817549,-77.0307893748,property,9,1,6
DC,2020-01-12 15:10:05,38.9162841619,-77.0070107417,property,15,1,6
DC,2020-01-14 01:41:45,38.9450681174,-77.0398896939,property,1,1,1
DC,2020-01-15 02:13:20,38.8994268651,-77.0259958663,property,2,1,2
DC,2020-01-15 12:54:12,38.8983562522,-76.9183476807,property,12,1,2
DC,2020-01-15 13:19:08,38.8920065968,-76.9920925458,property,13,1,2
DC,2020-01-17 07:04:45,38.9049039473,-77.0259863335,property,7,1,4
DC,2020-03-09 23:06:20,38.8316231553,-76.9918343383,violent,23,3,0
DC,2020-03-10 09:13:10,38.8678187624,-76.9884193905,property,9,3,1
DC,2020-03-10 20:14:21,38.9548754513,-77.0105333431,property,20,3,1
DC,2020-03-11 00:02:04,38.8698399613,-76.9617425737,property,0,3,2
DC,2020-03-16 15:39:41,38.9431488767,-77.0617131656,property,15,3,0
DC,2020-03-16 18:46:29,38.9687517339,-77.037179672,property,18,3,0
DC,2020-03-18 02:17:27,38.8724644909,-76.9727348198,property,2,3,2
DC,2020-03-18 01:08:47,38.920932635,-76.9971632321,property,1,3,2
DC,2020-03-17 23:41:08,38.9334345544,-77.0938604424,property,23,3,1
DC,2020-03-18 06:27:24,38.9247721684,-77.0406048691,property,6,3,2
DC,2020-03-19 09:08:42,38.9049039473,-77.0259863335,property,9,3,3
DC,2020-03-19 02:41:01,38.9232297371,-77.0460240071,property,2,3,3
DC,2020-03-19 16:27:27,38.9369189573,-77.0284547789,property,16,3,3
DC,2020-03-20 17:35:04,38.9085637386,-77.0106763883,violent,17,3,4
DC,2020-03-21 10:17:52,38.9828849715,-77.0392414525,property,10,3,5
DC,2020-03-22 13:20:55,38.9002044689,-77.0013142178,property,13,3,6
DC,2020-03-23 16:43:19,38.9187682286,-77.023892702,property,16,3,0
DC,2020-03-23 21:03:24,38.9054284592,-77.083037563,property,21,3,0
DC,2020-03-28 01:42:02,38.9295130123,-77.0327305535,property,1,3,5
DC,2020-03-29 04:00:00,38.8434514588,-76.9956227566,violent,4,3,6
DC,2020-03-29 16:57:40,38.8836177182,-76.9310311264,violent,16,3,6
DC,2020-02-01 19:25:37,38.8997197308,-76.9382667652,property,19,2,5
DC,2020-02-03 18:42:49,38.8714074605,-76.9403424535,property,18,2,0
DC,2020-02-06 02:31:07,38.904523934,-77.0326153266,property,2,2,3
DC,2020-02-06 19:38:55,38.9408153005,-77.0424595734,property,19,2,3
DC,2020-02-06 16:17:40,38.8967266677,-77.0116544682,property,16,2,3
DC,2020-02-07 05:00:00,38.9171835065,-76.9800744828,violent,5,2,4
DC,2020-02-06 23:33:52,38.9162865104,-77.0400696198,property,23,2,3
DC,2020-04-03 17:21:16,38.9823840793,-77.0265570429,property,17,4,4
DC,2020-04-03 22:00:03,38.9485690219,-77.0161389303,property,22,4,4
DC,2020-04-05 18:17:17,38.9076427724,-77.0090530223,property,18,4,6
DC,2020-04-06 14:32:09,38.9229683055,-76.9924350697,violent,14,4,0
DC,2020-04-07 02:07:27,38.914830273,-77.0296336169,property,2,4,1
DC,2020-04-07 20:17:41,38.9343596213,-77.1075522277,property,20,4,1
DC,2020-04-11 00:12:57,38.9079045614,-77.0219175235,violent,0,4,5
DC,2020-04-12 03:49:17,38.853130075,-76.9640441337,property,3,4,6
DC,2020-04-12 20:57:55,38.8986072862,-76.974834446,property,20,4,6
DC,2020-04-12 21:06:39,38.9223900068,-77.0216798075,property,21,4,6
DC,2020-04-13 17:41:38,38.9039670503,-76.9472094663,violent,17,4,0
DC,2020-04-14 00:55:27,38.8897538929,-76.9335610335,property,0,4,1
DC,2020-04-15 04:10:50,38.8674747656,-76.9770693513,violent,4,4,2
DC,2020-04-15 21:23:34,38.8879406983,-76.9157085635,property,21,4,2
DC,2020-04-16 21:45:40,38.9002034382,-77.015574633,property,21,4,3
DC,2020-04-17 13:58:44,38.9169934322,-77.0246416186,property,13,4,4
DC,2020-04-18 17:10:34,38.9448682747,-77.0639179252,property,17,4,5
DC,2020-04-19 19:30:00,38.9266401328,-76.9701538903,property,19,4,6
DC,2020-04-20 18:53:15,38.8432443464,-76.9997581004,violent,18,4,0
DC,2020-04-21 17:13:45,38.9012751773,-76.9826151743,property,17,4,1
DC,2020-04-23 03:47:47,38.9281708128,-77.0325915444,violent,3,4,3
DC,2020-08-15 22:43:37,38.89200686,-76.9989856327,property,22,8,5
DC,2020-02-20 17:39:51,38.9502000699,-77.0803158095,property,17,2,3
DC,2020-02-21 14:24:07,38.8369369085,-76.9811450168,property,14,2,4
DC,2020-02-21 19:33:14,38.974837325,-77.0143330525,property,19,2,4
DC,2020-02-21 21:51:47,38.936186926,-77.0588812982,property,21,2,4
DC,2020-02-21 23:52:01,38.8794732425,-77.0237910334,property,23,2,4
DC,2020-02-22 02:33:32,38.9137126256,-77.0319622953,violent,2,2,5
DC,2020-03-11 19:21:24,38.9215811022,-76.9937613603,property,19,3,2
DC,2020-03-12 01:33:19,38.8851334424,-76.9973260165,property,1,3,3
DC,2020-03-13 03:47:41,38.8989072417,-76.9973139722,property,3,3,4
DC,2020-03-13 03:36:14,38.9103791768,-77.0332636769,property,3,3,4
DC,2020-10-20 09:18:02,38.8967175079,-76.9869161031,property,9,10,1
DC,2020-02-22 10:33:38,38.9169913016,-77.0332436991,property,10,2,5
DC,2020-02-23 09:36:01,38.9232546707,-77.0223950514,property,9,2,6
DC,2020-02-23 08:53:18,38.9534165771,-77.0014882513,property,8,2,6
DC,2020-02-25 01:41:04,38.9162729049,-77.0239725818,property,1,2,1
DC,2020-02-25 17:36:15,38.8913774713,-76.9572701525,property,17,2,1
DC,2020-02-26 03:48:16,38.905613426,-76.9426427233,property,3,2,2
DC,2020-02-25 23:44:51,38.9219312016,-76.9819643614,property,23,2,1
DC,2020-02-26 04:43:11,38.916992466,-77.0288619423,property,4,2,2
DC,2020-02-26 12:30:41,38.9224244836,-77.0288756726,property,12,2,2
DC,2020-02-26 23:33:57,38.9003371408,-77.0239787547,property,23,2,2
DC,2020-02-27 14:14:09,38.8444671089,-76.976397107,property,14,2,3
DC,2020-02-27 14:39:26,38.856338752,-76.9699759055,violent,14,2,3
DC,2020-02-27 16:18:00,38.9046816213,-77.0013027713,property,16,2,3
DC,2020-02-28 00:23:12,38.9125180007,-76.9855987599,property,0,2,4
DC,2020-02-28 00:57:31,38.8918781527,-76.9306081731,violent,0,2,4
DC,2020-02-28 19:58:15,38.9209589129,-77.0135150129,property,19,2,4
DC,2020-03-03 14:22:01,38.920932635,-76.9971632321,property,14,3,1
DC,2020-03-05 13:48:26,38.9013214788,-77.0028129312,property,13,3,3
DC,2020-03-05 00:18:52,38.8569730157,-76.9933983274,property,0,3,3
DC,2020-03-05 14:09:35,38.8653222397,-76.9796856712,property,14,3,3
DC,2020-03-06 05:32:16,38.9147692774,-77.0199017815,violent,5,3,4
DC,2020-03-07 02:11:26,38.8941777729,-76.9949625909,property,2,3,5
DC,2020-03-07 03:13:10,38.8943247115,-76.9117471632,violent,3,3,5
DC,2020-03-07 19:45:53,38.904523934,-77.0326153266,property,19,3,5
DC,2020-03-08 13:00:58,38.9012751773,-76.9826151743,property,13,3,6
DC,2020-03-09 14:49:00,38.9232339567,-77.0568986393,property,14,3,0
DC,2020-03-09 19:43:25,38.9012751773,-76.9826151743,property,19,3,0
DC,2020-01-20 20:27:30,38.9009218959,-77.0275527374,property,20,1,0
DC,2020-01-28 04:28:45,38.8979504607,-76.9787887344,property,4,1,1
DC,2020-01-28 13:10:31,38.9215811022,-76.9937613603,property,13,1,1
DC,2020-01-28 15:56:35,38.9019600445,-76.9842520558,property,15,1,1
DC,2020-01-28 17:50:10,38.9084572461,-76.9371638944,property,17,1,1
DC,2020-01-28 18:48:50,38.8413681848,-76.9763059817,property,18,1,1
DC,2020-01-29 12:23:48,38.8973308093,-77.000046111,property,12,1,2
DC,2020-01-29 13:33:48,38.9034761291,-76.9229533236,property,13,1,2
DC,2020-02-15 18:14:21,38.8886737617,-76.9989856801,property,18,2,5
DC,2020-02-15 20:31:26,38.9363464897,-77.1019265952,property,20,2,5
DC,2020-05-30 18:39:21,38.8928957476,-76.9300193038,property,18,5,5
DC,2020-05-30 23:47:50,38.9205714757,-76.9858162324,violent,23,5,5
DC,2020-06-01 09:03:01,38.8883358291,-76.927268988,property,9,6,0
DC,2020-05-31 13:51:37,38.8992955491,-76.9218972553,property,13,5,6
DC,2020-06-01 08:58:41,38.9268233685,-77.1034468102,property,8,6,0
DC,2020-03-30 21:53:39,38.9064107052,-76.9889088817,property,21,3,0
DC,2020-04-23 14:36:05,38.9868144733,-77.0330223491,property,14,4,3
DC,2020-04-24 14:30:25,38.9022754341,-76.9849898141,property,14,4,4
DC,2020-04-25 17:02:47,38.8825464846,-76.9807756778,property,17,4,5
DC,2020-04-26 01:19:32,38.9036400127,-76.9256278248,property,1,4,6
DC,2020-04-26 16:52:23,38.8551518938,-76.9806332835,property,16,4,6
DC,2020-04-28 09:03:24,38.915330025,-77.0444968604,property,9,4,1
DC,2020-04-29 22:06:53,38.9247480894,-77.0309870051,violent,22,4,2
DC,2020-04-30 18:53:46,38.9276854339,-77.0284972249,property,18,4,3
DC,2020-05-02 14:43:05,38.9482514157,-77.0283208705,property,14,5,5
DC,2020-05-04 18:40:39,38.8584143123,-76.9925456049,property,18,5,0
DC,2020-05-06 20:44:32,38.9155692668,-77.0539521929,property,20,5,2
DC,2020-05-08 03:27:41,38.8494126838,-76.9761074712,property,3,5,4
DC,2020-05-08 18:45:08,38.8779627895,-77.0012677096,property,18,5,4
DC,2020-05-09 08:28:39,38.9001791631,-76.9382778958,property,8,5,5
DC,2020-05-10 20:02:33,38.9083158881,-77.0345655525,property,20,5,6
DC,2020-05-11 01:31:34,38.9237072284,-76.9990082458,property,1,5,0
DC,2020-05-13 16:39:07,38.9562511632,-77.0266049926,property,16,5,2
DC,2020-05-14 02:28:24,38.9442267825,-77.0178451783,property,2,5,3
DC,2020-05-14 01:30:55,38.9369649142,-77.0244063035,property,1,5,3
DC,2020-05-14 11:01:03,38.8573017201,-76.9665421538,property,11,5,3
DC,2020-05-14 18:13:45,38.8827190907,-76.9943756044,property,18,5,3
DC,2020-05-14 20:52:55,38.9369758797,-77.0473708446,property,20,5,3
DC,2020-05-15 19:13:59,38.8858327948,-76.9293807805,property,19,5,4
DC,2020-05-18 21:15:51,38.848293299,-76.9665809354,property,21,5,0
DC,2020-05-19 08:08:50,38.9303401818,-77.0380015594,property,8,5,1
DC,2020-05-19 19:36:13,38.899575974,-76.9236607519,property,19,5,1
DC,2020-05-20 12:11:22,38.9421823572,-77.0145571876,property,12,5,2
DC,2020-05-22 04:02:33,38.9034761291,-76.9229533236,property,4,5,4
DC,2020-07-23 18:46:52,38.9616857293,-77.01015359,property,18,7,3
DC,2020-07-24 01:56:04,38.8544946246,-76.9828454638,property,1,7,4
DC,2020-07-23 23:14:32,38.9364851968,-77.0335872771,property,23,7,3
DC,2020-07-24 23:59:42,38.9247063461,-76.9862421009,violent,23,7,4
DC,2020-07-26 14:04:27,38.9540789373,-77.0315650659,property,14,7,6
DC,2020-07-27 20:28:51,38.9218458189,-77.0364979086,property,20,7,0
DC,2020-07-28 04:02:40,38.8524643709,-76.967166529,property,4,7,1
DC,2020-07-29 06:55:50,38.8818397497,-76.925627497,property,6,7,2
DC,2020-07-30 00:35:11,38.9091015988,-77.0270370623,property,0,7,3
DC,2020-07-30 18:40:54,38.9213015302,-77.0105975738,property,18,7,3
DC,2020-07-31 10:24:12,38.9013334991,-77.0375364986,property,10,7,4
DC,2020-08-03 23:32:38,38.9133455994,-77.0219191955,property,23,8,0
DC,2020-08-04 20:26:45,38.8621161397,-76.9857356726,violent,20,8,1
DC,2020-08-05 07:36:27,38.9599074542,-77.0852995778,property,7,8,2
DC,2020-08-05 14:48:03,38.8839995936,-76.9572284685,property,14,8,2
DC,2020-08-06 15:00:54,38.8967753625,-76.9409091506,property,15,8,3
DC,2020-08-07 17:46:03,38.9046813889,-77.0074822882,property,17,8,4
DC,2020-08-08 17:48:41,38.9381449622,-77.0245912572,property,17,8,5
DC,2020-08-08 20:27:20,38.9482185748,-77.0074637859,property,20,8,5
DC,2020-08-08 20:57:25,38.9025499807,-77.0585768458,property,20,8,5
DC,2020-03-14 04:11:01,38.9315678931,-77.0289947084,property,4,3,5
DC,2020-03-14 02:14:56,38.8892300738,-76.9772698352,property,2,3,5
DC,2020-03-14 20:01:58,38.9056545686,-77.0457820847,property,20,3,5
DC,2020-03-15 00:32:05,38.9448682747,-77.0639179252,property,0,3,6
DC,2020-03-15 04:00:00,38.9281708128,-77.0325915444,violent,4,3,6
DC,2020-03-15 22:15:44,38.9001954371,-76.9973139237,property,22,3,6
DC,2020-03-16 05:01:08,38.9155686551,-77.0307985254,property,5,3,0
DC,2020-03-16 14:25:29,38.9005150923,-76.9434538022,property,14,3,0
